,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal,Translated
21,"@aldilayudha @recehtapisayng Efek rabies ini biasanya takut air, dan kebanyakan meninggalnya juga karna dehidrasi, mau di vaksin atau tidak efek sampingnya bakal nempel, contohnya biasanya tuli, ya namanya jugq vaksin pencegahan aja bukan obat", Efek rabies ini biasanya takut air dan kebanyakan meninggalnya juga karna dehidrasi mau di vaksin atau tidak efek sampingnya bakal nempel contohnya biasanya tuli ya namanya jugq vaksin pencegahan aja bukan obat, efek rabies ini biasanya takut air dan kebanyakan meninggalnya juga karna dehidrasi mau di vaksin atau tidak efek sampingnya bakal nempel contohnya biasanya tuli ya namanya jugq vaksin pencegahan aja bukan obat,efek rabies ini biasanya takut air dan kebanyakan meninggalnya juga karena dehidrasi mau di vaksin atau tidak efek sampingnya bakal nempel contohnya biasanya tuli ya namanya jugq vaksin pencegahan aja bukan obat,"['efek', 'rabies', 'ini', 'biasanya', 'takut', 'air', 'dan', 'kebanyakan', 'meninggalnya', 'juga', 'karena', 'dehidrasi', 'mau', 'di', 'vaksin', 'atau', 'tidak', 'efek', 'sampingnya', 'bakal', 'nempel', 'contohnya', 'biasanya', 'tuli', 'ya', 'namanya', 'jugq', 'vaksin', 'pencegahan', 'aja', 'bukan', 'obat']","['efek', 'rabies', 'biasanya', 'takut', 'air', 'kebanyakan', 'meninggalnya', 'dehidrasi', 'mau', 'vaksin', 'efek', 'sampingnya', 'bakal', 'nempel', 'contohnya', 'biasanya', 'tuli', 'namanya', 'jugq', 'vaksin', 'pencegahan', 'aja', 'bukan', 'obat']",the effect of rabies is usually fear of water and most of them die also due to dehydration.
22,"@MprAldo Efek vaksin, dulu dia yang menghina orang yang tidak mau vaksin", Efek vaksin dulu dia yang menghina orang yang tidak mau vaksin, efek vaksin dulu dia yang menghina orang yang tidak mau vaksin,efek vaksin dulu dia yang menghina orang yang tidak mau vaksin,"['efek', 'vaksin', 'dulu', 'dia', 'yang', 'menghina', 'orang', 'yang', 'tidak', 'mau', 'vaksin']","['efek', 'vaksin', 'dulu', 'menghina', 'orang', 'mau', 'vaksin']","in the past, he was the one who insulted people who didn't want vaccines"
23,@ksgxiu Biasanya seminggu udah sembuh. Karena efek vaksin dkk. Semoga aj bukan yg keras sakitnya. Walaupun gitu ttp harap dia cepet sembuh 🫶🏻, Biasanya seminggu udah sembuh Karena efek vaksin dkk Semoga aj bukan yg keras sakitnya Walaupun gitu ttp harap dia cepet sembuh , biasanya seminggu udah sembuh karena efek vaksin dkk semoga aj bukan yg keras sakitnya walaupun gitu ttp harap dia cepet sembuh ,biasanya seminggu sudah sembuh karena efek vaksin dkk semoga aja bukan yang keras sakitnya walaupun gitu tetap harap dia cepat sembuh,"['biasanya', 'seminggu', 'sudah', 'sembuh', 'karena', 'efek', 'vaksin', 'dkk', 'semoga', 'aja', 'bukan', 'yang', 'keras', 'sakitnya', 'walaupun', 'gitu', 'tetap', 'harap', 'dia', 'cepat', 'sembuh']","['biasanya', 'seminggu', 'sembuh', 'efek', 'vaksin', 'dkk', 'semoga', 'aja', 'bukan', 'keras', 'sakitnya', 'walaupun', 'gitu', 'tetap', 'harap', 'cepat', 'sembuh']","usually a week has healed due to the effects of the vaccine et al. i hope it's not a severe illness, even so, i still hope he recovers quickly"
24,"@republikaonline Efek terlalu cinta kepada vaksin dan dia lah yang mengolok-olok orang yang anti vaksin.
Mampussss kau!!!!", Efek terlalu cinta kepada vaksin dan dia lah yang mengolok olok orang yang anti vaksin Mampussss kau , efek terlalu cinta kepada vaksin dan dia lah yang mengolok olok orang yang anti vaksin mampussss kau ,efek terlalu cinta kepada vaksin dan dia lah yang mengolok olok orang yang anti vaksin mampussss kamu,"['efek', 'terlalu', 'cinta', 'kepada', 'vaksin', 'dan', 'dia', 'lah', 'yang', 'mengolok', 'olok', 'orang', 'yang', 'anti', 'vaksin', 'mampussss', 'kamu']","['efek', 'terlalu', 'cinta', 'vaksin', 'lah', 'mengolok', 'olok', 'orang', 'anti', 'vaksin', 'mampussss', 'kamu']",the effect of too much love for vaccines and he is the one who makes fun of people who are anti-vaccine kills you
25,"@munemist @tanyakanrl Yg melihara monyet juga keknya harus kasih vaksin, soalnya klo monyet kena rabies efek nya malah kek sakit deman biasa tpi tau tau kena summon", Yg melihara monyet juga keknya harus kasih vaksin soalnya klo monyet kena rabies efek nya malah kek sakit deman biasa tpi tau tau kena summon, yg melihara monyet juga keknya harus kasih vaksin soalnya klo monyet kena rabies efek nya malah kek sakit deman biasa tpi tau tau kena summon,yang melihara monyet juga kayanya harus kasih vaksin soalnya kalau monyet kena rabies efek nya malah kek sakit deman biasa tpi tau tau kena summon,"['yang', 'melihara', 'monyet', 'juga', 'kayanya', 'harus', 'kasih', 'vaksin', 'soalnya', 'kalau', 'monyet', 'kena', 'rabies', 'efek', 'nya', 'malah', 'kek', 'sakit', 'deman', 'biasa', 'tpi', 'tau', 'tau', 'kena', 'summon']","['melihara', 'monyet', 'kayanya', 'kasih', 'vaksin', 'soalnya', 'kalau', 'monyet', 'kena', 'rabies', 'efek', 'nya', 'malah', 'kek', 'sakit', 'deman', 'biasa', 'tpi', 'tau', 'tau', 'kena', 'summon']",those who keep monkeys also have to give vaccines because if a monkey gets rabies the effect is like a normal fever but you know you have to be summoned
26,@meipri @DambaanA @__anomali__ Mungkin anda rajin olahraga hidup sehat jadi mengurangi resiko dri KIPI vaksin covid 19 tapi efek panjangnya pasti ada. Lihat saja nanti., Mungkin anda rajin olahraga hidup sehat jadi mengurangi resiko dri KIPI vaksin covid tapi efek panjangnya pasti ada Lihat saja nanti , mungkin anda rajin olahraga hidup sehat jadi mengurangi resiko dri kipi vaksin covid tapi efek panjangnya pasti ada lihat saja nanti ,mungkin anda rajin olahraga hidup sehat jadi mengurangi resiko dari kipi vaksin covid tapi efek panjangnya pasti ada lihat saja nanti,"['mungkin', 'anda', 'rajin', 'olahraga', 'hidup', 'sehat', 'jadi', 'mengurangi', 'resiko', 'dari', 'kipi', 'vaksin', 'covid', 'tapi', 'efek', 'panjangnya', 'pasti', 'ada', 'lihat', 'saja', 'nanti']","['mungkin', 'rajin', 'olahraga', 'hidup', 'sehat', 'jadi', 'mengurangi', 'resiko', 'kipi', 'vaksin', 'covid', 'efek', 'panjangnya', 'lihat']","maybe you exercise diligently to live a healthy life so you can reduce the risk of getting the covid vaccine, but the long-term effects will definitely be there. let's see"
27,"@DrEvaChaniago Krmn pas pandemi, covid palsu, kenap nakes malah justru ikut saja perintah vaksin2 rakyat. Mereka juga terkesan memaksa, menakuti, padahal cuma sakit biasa. Malah banyak meninggal bukan karena covid. Justru efek vaksin skrg jadi momok yang kapan saja bisa mrenggut nyawa. 😭😭 https://t.co/okiHI756A3", Krmn pas pandemi covid palsu kenap nakes malah justru ikut saja perintah rakyat Mereka juga terkesan memaksa menakuti padahal cuma sakit biasa Malah banyak meninggal bukan karena covid Justru efek vaksin skrg jadi momok yang kapan saja bisa mrenggut nyawa https t co , krmn pas pandemi covid palsu kenap nakes malah justru ikut saja perintah rakyat mereka juga terkesan memaksa menakuti padahal cuma sakit biasa malah banyak meninggal bukan karena covid justru efek vaksin skrg jadi momok yang kapan saja bisa mrenggut nyawa https t co ,krmn pas pandemi covid palsu kenap nakes malah justru ikut saja perintah rakyat mereka juga terkesan memaksa menakuti padahal cuma sakit biasa malah banyak meninggal bukan karena covid justru efek vaksin sekarang jadi momok yang kapan saja bisa mrenggut nyawa https t co,"['krmn', 'pas', 'pandemi', 'covid', 'palsu', 'kenap', 'nakes', 'malah', 'justru', 'ikut', 'saja', 'perintah', 'rakyat', 'mereka', 'juga', 'terkesan', 'memaksa', 'menakuti', 'padahal', 'cuma', 'sakit', 'biasa', 'malah', 'banyak', 'meninggal', 'bukan', 'karena', 'covid', 'justru', 'efek', 'vaksin', 'sekarang', 'jadi', 'momok', 'yang', 'kapan', 'saja', 'bisa', 'mrenggut', 'nyawa', 'https', 't', 'co']","['krmn', 'pas', 'pandemi', 'covid', 'palsu', 'kenap', 'nakes', 'malah', 'justru', 'ikut', 'perintah', 'rakyat', 'terkesan', 'memaksa', 'menakuti', 'padahal', 'cuma', 'sakit', 'biasa', 'malah', 'banyak', 'meninggal', 'bukan', 'covid', 'justru', 'efek', 'vaksin', 'sekarang', 'jadi', 'momok', 'kapan', 'mrenggut', 'nyawa', 'https', 't', 'co']","because during the fake covid pandemic, why do health workers just follow the orders of the people, they also seem to force to scare, even though it's just an ordinary illness, instead many die not because of covid, in fact the effect of the vaccine is now a scourge that can take lives at any time https t co"
28,"@RPKARlNA Inii, waktu itu lagi ngobrol sama Hanbin tentang bekas vaksin di tangan. Terus Hanbin bilang ""Hyung dan aku benar-benar punya banyak kesamaan ya hehe"". Terus saya liat kamera malu-malu deh untuk efek dramatis 😂
https://t.co/dhtcetsC5g", Inii waktu itu lagi ngobrol sama Hanbin tentang bekas vaksin di tangan Terus Hanbin bilang Hyung dan aku benar benar punya banyak kesamaan ya hehe Terus saya liat kamera malu malu deh untuk efek dramatis https t co , inii waktu itu lagi ngobrol sama hanbin tentang bekas vaksin di tangan terus hanbin bilang hyung dan aku benar benar punya banyak kesamaan ya hehe terus saya liat kamera malu malu deh untuk efek dramatis https t co ,inii waktu itu lagi ngobrol sama hanbin tentang bekas vaksin di tangan terus hanbin bilang hyung dan aku benar benar punya banyak kesamaan ya hehehe terus saya liat kamera malu malu deh untuk efek dramatis https t co,"['inii', 'waktu', 'itu', 'lagi', 'ngobrol', 'sama', 'hanbin', 'tentang', 'bekas', 'vaksin', 'di', 'tangan', 'terus', 'hanbin', 'bilang', 'hyung', 'dan', 'aku', 'benar', 'benar', 'punya', 'banyak', 'kesamaan', 'ya', 'hehehe', 'terus', 'saya', 'liat', 'kamera', 'malu', 'malu', 'deh', 'untuk', 'efek', 'dramatis', 'https', 't', 'co']","['inii', 'waktu', 'ngobrol', 'sama', 'hanbin', 'bekas', 'vaksin', 'tangan', 'terus', 'hanbin', 'bilang', 'hyung', 'aku', 'benar', 'benar', 'punya', 'banyak', 'kesamaan', 'hehehe', 'terus', 'liat', 'kamera', 'malu', 'malu', 'deh', 'efek', 'dramatis', 'https', 't', 'co']","at that time, i was chatting with hanbin about the vaccine marks on my hand, then hanbin said that hyung and i really have a lot in common, hehehe, then i looked at the camera, embarrassed, embarrassed for dramatic effect. https t co"
29,Orang Tua Tak Perlu Takut Efek Samping Vaksin Anak #TempoGaya https://t.co/t0iW3gYZm9,Orang Tua Tak Perlu Takut Efek Samping Vaksin Anak https t co ,orang tua tak perlu takut efek samping vaksin anak https t co ,orang tua tak perlu takut efek samping vaksin anak https t co,"['orang', 'tua', 'tak', 'perlu', 'takut', 'efek', 'samping', 'vaksin', 'anak', 'https', 't', 'co']","['orang', 'tua', 'tak', 'perlu', 'takut', 'efek', 'samping', 'vaksin', 'anak', 'https', 't', 'co']",parents don't need to be afraid of the side effects of children's vaccines https t co
30,@tanyakanrl Apakah ini efek pasca Vaksin Covid y? Banyak jg yg alergi sprti ini. Sy dan anak jg sama.., Apakah ini efek pasca Vaksin Covid y Banyak jg yg alergi sprti ini Sy dan anak jg sama , apakah ini efek pasca vaksin covid y banyak jg yg alergi sprti ini sy dan anak jg sama ,apakah ini efek pasca vaksin covid y banyak jg yang alergi seperti ini saya dan anak jg sama,"['apakah', 'ini', 'efek', 'pasca', 'vaksin', 'covid', 'y', 'banyak', 'jg', 'yang', 'alergi', 'seperti', 'ini', 'saya', 'dan', 'anak', 'jg', 'sama']","['efek', 'pasca', 'vaksin', 'covid', 'y', 'banyak', 'jg', 'alergi', 'anak', 'jg', 'sama']","is this the post-covid vaccine effect? ​​many are allergic like this, me and my children are the same"
31,...efek samping setelah vaksin sinovac... https://t.co/ujoQOTXGil, efek samping setelah vaksin sinovac https t co ujoQOTXGil, efek samping setelah vaksin sinovac https t co ujoqotxgil,efek samping setelah vaksin sinovac https t co ujoqotxgil,"['efek', 'samping', 'setelah', 'vaksin', 'sinovac', 'https', 't', 'co', 'ujoqotxgil']","['efek', 'samping', 'vaksin', 'sinovac', 'https', 't', 'co', 'ujoqotxgil']",side effects after the sinovac vaccine https t co ujoqotxgil
32,"Rusia menuduh efek samping vaksin Amerika: 'Sputnik V' sebagai gantinya
https://t.co/tXxaHPhKuI https://t.co/SFpOCbL59W",Rusia menuduh efek samping vaksin Amerika Sputnik V sebagai gantinya https t co tXxaHPhKuI https t co ,rusia menuduh efek samping vaksin amerika sputnik v sebagai gantinya https t co txxahphkui https t co ,rusia menuduh efek samping vaksin amerika sputnik v sebagai gantinya https t co txxahphkui https t co,"['rusia', 'menuduh', 'efek', 'samping', 'vaksin', 'amerika', 'sputnik', 'v', 'sebagai', 'gantinya', 'https', 't', 'co', 'txxahphkui', 'https', 't', 'co']","['rusia', 'menuduh', 'efek', 'samping', 'vaksin', 'amerika', 'sputnik', 'v', 'gantinya', 'https', 't', 'co', 'txxahphkui', 'https', 't', 'co']",russia accuses american vaccine side effects sputnik v instead https t co txxahphkui https t co
33,"Ini gw rasain sih. Msh inget bgt gw dulu abis vaksin 1st, gw blk ke bks naik tj dan rame bgt.Efek vaksin pertama tuh bener2 gk enak bgt mana lgi puasakan. Mau nangis bgt itu gw, untung di halte kuningan barat, ada bpk2 yg nawarin kursi mungkin krn liat gw udh sempoyangan parah 😭",Ini gw rasain sih Msh inget bgt gw dulu abis vaksin gw blk ke bks naik tj dan rame bgt Efek vaksin pertama tuh gk enak bgt mana lgi puasakan Mau nangis bgt itu gw untung di halte kuningan barat ada yg nawarin kursi mungkin krn liat gw udh sempoyangan parah ,ini gw rasain sih msh inget bgt gw dulu abis vaksin gw blk ke bks naik tj dan rame bgt efek vaksin pertama tuh gk enak bgt mana lgi puasakan mau nangis bgt itu gw untung di halte kuningan barat ada yg nawarin kursi mungkin krn liat gw udh sempoyangan parah ,ini gue rasain sih masih ingat banget gue dulu habis vaksin gue blk ke bks naik tj dan rame banget efek vaksin pertama tuh gak enak banget mana lagi puasakan mau nangis banget itu gue untung di halte kuningan barat ada yang nawarin kursi mungkin karena liat gue sudah sempoyangan parah,"['ini', 'gue', 'rasain', 'sih', 'masih', 'ingat', 'banget', 'gue', 'dulu', 'habis', 'vaksin', 'gue', 'blk', 'ke', 'bks', 'naik', 'tj', 'dan', 'rame', 'banget', 'efek', 'vaksin', 'pertama', 'tuh', 'gak', 'enak', 'banget', 'mana', 'lagi', 'puasakan', 'mau', 'nangis', 'banget', 'itu', 'gue', 'untung', 'di', 'halte', 'kuningan', 'barat', 'ada', 'yang', 'nawarin', 'kursi', 'mungkin', 'karena', 'liat', 'gue', 'sudah', 'sempoyangan', 'parah']","['gue', 'rasain', 'sih', 'ingat', 'banget', 'gue', 'dulu', 'habis', 'vaksin', 'gue', 'blk', 'bks', 'naik', 'tj', 'rame', 'banget', 'efek', 'vaksin', 'pertama', 'tuh', 'gak', 'enak', 'banget', 'mana', 'puasakan', 'mau', 'nangis', 'banget', 'gue', 'untung', 'halte', 'kuningan', 'barat', 'nawarin', 'kursi', 'mungkin', 'liat', 'gue', 'sempoyangan', 'parah']","i think i still remember when i finished the vaccine, i didn't go to the tj bus and it was really crowded. the effect of the first vaccine wasn't really good. critical"
34,"@reflection_8_ Long covid bagi yg sdh di vaksinasi plus boster.😢
Jd tindakan utk pencegahan efek samping vaksin covid-19, apa bang dok!?🤔", Long covid bagi yg sdh di vaksinasi plus boster Jd tindakan utk pencegahan efek samping vaksin covid apa bang dok , long covid bagi yg sdh di vaksinasi plus boster jd tindakan utk pencegahan efek samping vaksin covid apa bang dok ,long covid bagi yang sdh di vaksinasi plus boster jd tindakan untuk pencegahan efek samping vaksin covid apa bang dok,"['long', 'covid', 'bagi', 'yang', 'sdh', 'di', 'vaksinasi', 'plus', 'boster', 'jd', 'tindakan', 'untuk', 'pencegahan', 'efek', 'samping', 'vaksin', 'covid', 'apa', 'bang', 'dok']","['long', 'covid', 'sdh', 'vaksinasi', 'plus', 'boster', 'jd', 'tindakan', 'pencegahan', 'efek', 'samping', 'vaksin', 'covid', 'apa', 'bang', 'dok']","long covid for those who have been vaccinated plus booster so action is to prevent the side effects of the covid vaccine, sir"
35,Efek Vaksin booster sangat membantu dalam meredam efek buruk dari virus covid- 19,Efek Vaksin booster sangat membantu dalam meredam efek buruk dari virus covid ,efek vaksin booster sangat membantu dalam meredam efek buruk dari virus covid ,efek vaksin booster sangat membantu dalam meredam efek buruk dari virus covid,"['efek', 'vaksin', 'booster', 'sangat', 'membantu', 'dalam', 'meredam', 'efek', 'buruk', 'dari', 'virus', 'covid']","['efek', 'vaksin', 'booster', 'sangat', 'membantu', 'meredam', 'efek', 'buruk', 'virus', 'covid']",the booster vaccine effect is very helpful in reducing the bad effects of the covid virus
36,@tanyakanrl Covid ga memberikan banyak efek buat kerjaanku. Kecuali keribetan ngurus vaksin buat daftar ini itu. Vaksin jdi hampir setara ktp. Sisanya its oke, Covid ga memberikan banyak efek buat kerjaanku Kecuali keribetan ngurus vaksin buat daftar ini itu Vaksin jdi hampir setara ktp Sisanya its oke, covid ga memberikan banyak efek buat kerjaanku kecuali keribetan ngurus vaksin buat daftar ini itu vaksin jdi hampir setara ktp sisanya its oke,covid gak memberikan banyak efek buat kerjaanku kecuali keribetan ngurus vaksin buat daftar ini itu vaksin jdi hampir setara ktp sisanya its ok,"['covid', 'gak', 'memberikan', 'banyak', 'efek', 'buat', 'kerjaanku', 'kecuali', 'keribetan', 'ngurus', 'vaksin', 'buat', 'daftar', 'ini', 'itu', 'vaksin', 'jdi', 'hampir', 'setara', 'ktp', 'sisanya', 'its', 'ok']","['covid', 'gak', 'memberikan', 'banyak', 'efek', 'buat', 'kerjaanku', 'keribetan', 'ngurus', 'vaksin', 'buat', 'daftar', 'vaksin', 'jdi', 'hampir', 'setara', 'ktp', 'sisanya', 'its']",covid doesn't have much effect on my work except for the hassle of taking care of vaccines for this list the vaccines are almost equivalent to ktp the rest its ok
37,"Di tuit awal sy .. merespons berita tsb..yg isinya darurat covid19 dicabut dan selanjutnya muncul vaksin lanjutan berbayar...

Sy mengingatkan utk bersiap siaga atas kemungkinan2 muncul efek dari program vaksinasi...

Tdk ada kata2 sy yg mengajak atau mengarahkan utk membeli ""obat"" apapun itu..yaa hrsnya konteks nya adalah ke produsen vaksin big pharma...yg selama ini kami tentang...

Lalu ada reply ke sy ""sales obat"" ??

Kalau dibilang jaka sembung kan gak etis...lari dari konteks...kecuali sy terindikasi menawarkan obat apapun baik farmasi atau pun herbal...kan ndak?

Sy hnya menghimbau khususnya mereply sesuai konteks..

Satu kali sy layani...lain kali maaf kalau sy abaikan...

Berita tsb penting utk sy kutip sekedar mengingatkan ke kita semua..

Monggo mas...! Njut .. tks",Di tuit awal sy merespons berita tsb yg isinya darurat dicabut dan selanjutnya muncul vaksin lanjutan berbayar Sy mengingatkan utk bersiap siaga atas muncul efek dari program vaksinasi Tdk ada sy yg mengajak atau mengarahkan utk membeli obat apapun itu yaa hrsnya konteks nya adalah ke produsen vaksin big pharma yg selama ini kami tentang Lalu ada reply ke sy sales obat Kalau dibilang jaka sembung kan gak etis lari dari konteks kecuali sy terindikasi menawarkan obat apapun baik farmasi atau pun herbal kan ndak Sy hnya menghimbau khususnya mereply sesuai konteks Satu kali sy layani lain kali maaf kalau sy abaikan Berita tsb penting utk sy kutip sekedar mengingatkan ke kita semua Monggo mas Njut tks,di tuit awal sy merespons berita tsb yg isinya darurat dicabut dan selanjutnya muncul vaksin lanjutan berbayar sy mengingatkan utk bersiap siaga atas muncul efek dari program vaksinasi tdk ada sy yg mengajak atau mengarahkan utk membeli obat apapun itu yaa hrsnya konteks nya adalah ke produsen vaksin big pharma yg selama ini kami tentang lalu ada reply ke sy sales obat kalau dibilang jaka sembung kan gak etis lari dari konteks kecuali sy terindikasi menawarkan obat apapun baik farmasi atau pun herbal kan ndak sy hnya menghimbau khususnya mereply sesuai konteks satu kali sy layani lain kali maaf kalau sy abaikan berita tsb penting utk sy kutip sekedar mengingatkan ke kita semua monggo mas njut tks,di tuit awal saya merespons berita tsb yang isinya darurat dicabut dan selanjutnya muncul vaksin lanjutan berbayar saya mengingatkan untuk bersiap siaga atas muncul efek dari program vaksinasi tidak ada saya yang mengajak atau mengarahkan untuk membeli obat apapun itu ya harusnya konteks nya adalah ke produsen vaksin big pharma yang selama ini kami tentang lalu ada reply ke saya sales obat kalau dibilang jaka sembung kan gak etis lari dari konteks kecuali saya terindikasi menawarkan obat apapun baik farmasi atau pun herbal kan gak saya hanya menghimbau khususnya mereply sesuai konteks satu kali saya layani lain kali maaf kalau saya abaikan berita tsb penting untuk saya kutip sekedar mengingatkan ke kita semua monggo mas njut tks,"['di', 'tuit', 'awal', 'saya', 'merespons', 'berita', 'tsb', 'yang', 'isinya', 'darurat', 'dicabut', 'dan', 'selanjutnya', 'muncul', 'vaksin', 'lanjutan', 'berbayar', 'saya', 'mengingatkan', 'untuk', 'bersiap', 'siaga', 'atas', 'muncul', 'efek', 'dari', 'program', 'vaksinasi', 'tidak', 'ada', 'saya', 'yang', 'mengajak', 'atau', 'mengarahkan', 'untuk', 'membeli', 'obat', 'apapun', 'itu', 'ya', 'harusnya', 'konteks', 'nya', 'adalah', 'ke', 'produsen', 'vaksin', 'big', 'pharma', 'yang', 'selama', 'ini', 'kami', 'tentang', 'lalu', 'ada', 'reply', 'ke', 'saya', 'sales', 'obat', 'kalau', 'dibilang', 'jaka', 'sembung', 'kan', 'gak', 'etis', 'lari', 'dari', 'konteks', 'kecuali', 'saya', 'terindikasi', 'menawarkan', 'obat', 'apapun', 'baik', 'farmasi', 'atau', 'pun', 'herbal', 'kan', 'gak', 'saya', 'hanya', 'menghimbau', 'khususnya', 'mereply', 'sesuai', 'konteks', 'satu', 'kali', 'saya', 'layani', 'lain', 'kali', 'maaf', 'kalau', 'saya', 'abaikan', 'berita', 'tsb', 'penting', 'untuk', 'saya', 'kutip', 'sekedar', 'mengingatkan', 'ke', 'kita', 'semua', 'monggo', 'mas', 'njut', 'tks']","['tuit', 'awal', 'merespons', 'berita', 'tsb', 'isinya', 'darurat', 'dicabut', 'selanjutnya', 'muncul', 'vaksin', 'lanjutan', 'berbayar', 'mengingatkan', 'bersiap', 'siaga', 'atas', 'muncul', 'efek', 'program', 'vaksinasi', 'mengajak', 'mengarahkan', 'membeli', 'obat', 'apapun', 'harusnya', 'konteks', 'nya', 'produsen', 'vaksin', 'big', 'pharma', 'selama', 'lalu', 'reply', 'sales', 'obat', 'kalau', 'dibilang', 'jaka', 'sembung', 'kan', 'gak', 'etis', 'lari', 'konteks', 'terindikasi', 'menawarkan', 'obat', 'apapun', 'baik', 'farmasi', 'herbal', 'kan', 'gak', 'menghimbau', 'khususnya', 'mereply', 'sesuai', 'konteks', 'satu', 'kali', 'layani', 'kali', 'maaf', 'kalau', 'abaikan', 'berita', 'tsb', 'penting', 'kutip', 'sekedar', 'mengingatkan', 'semua', 'monggo', 'mas', 'njut', 'tks']","in the initial tweet, i responded to the news, the contents of which were urgently revoked, and then a paid follow-up vaccine appeared. i reminded myself to be prepared for the effects of the vaccination program. i didn't invite or direct me to buy any medicine. yes, the context should be for big pharma vaccine manufacturers. what we've been talking about, then there's a reply to me from the drug salesman, if you say jaka is a bung, it's not ethical to run away from the context, unless i'm indicated to offer any medicine, either pharmaceutical or herbal, right? i ignore the news, it's important for me to quote, just to remind all of us, please, thank you"
