,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal
24,"@republikaonline Efek terlalu cinta kepada vaksin dan dia lah yang mengolok-olok orang yang anti vaksin.
Mampussss kau!!!!", Efek terlalu cinta kepada vaksin dan dia lah yang mengolok olok orang yang anti vaksin Mampussss kau , efek terlalu cinta kepada vaksin dan dia lah yang mengolok olok orang yang anti vaksin mampussss kau ,efek terlalu cinta kepada vaksin dan dia lah yang mengolok olok orang yang anti vaksin mampussss kamu,"['efek', 'terlalu', 'cinta', 'kepada', 'vaksin', 'dan', 'dia', 'lah', 'yang', 'mengolok', 'olok', 'orang', 'yang', 'anti', 'vaksin', 'mampussss', 'kamu']","['efek', 'terlalu', 'cinta', 'vaksin', 'lah', 'mengolok', 'olok', 'orang', 'anti', 'vaksin', 'mampussss', 'kamu']"
25,"@munemist @tanyakanrl Yg melihara monyet juga keknya harus kasih vaksin, soalnya klo monyet kena rabies efek nya malah kek sakit deman biasa tpi tau tau kena summon", Yg melihara monyet juga keknya harus kasih vaksin soalnya klo monyet kena rabies efek nya malah kek sakit deman biasa tpi tau tau kena summon, yg melihara monyet juga keknya harus kasih vaksin soalnya klo monyet kena rabies efek nya malah kek sakit deman biasa tpi tau tau kena summon,yang melihara monyet juga kayanya harus kasih vaksin soalnya kalau monyet kena rabies efek nya malah kek sakit deman biasa tpi tau tau kena summon,"['yang', 'melihara', 'monyet', 'juga', 'kayanya', 'harus', 'kasih', 'vaksin', 'soalnya', 'kalau', 'monyet', 'kena', 'rabies', 'efek', 'nya', 'malah', 'kek', 'sakit', 'deman', 'biasa', 'tpi', 'tau', 'tau', 'kena', 'summon']","['melihara', 'monyet', 'kayanya', 'kasih', 'vaksin', 'soalnya', 'kalau', 'monyet', 'kena', 'rabies', 'efek', 'nya', 'malah', 'kek', 'sakit', 'deman', 'biasa', 'tpi', 'tau', 'tau', 'kena', 'summon']"
26,@meipri @DambaanA @__anomali__ Mungkin anda rajin olahraga hidup sehat jadi mengurangi resiko dri KIPI vaksin covid 19 tapi efek panjangnya pasti ada. Lihat saja nanti., Mungkin anda rajin olahraga hidup sehat jadi mengurangi resiko dri KIPI vaksin covid tapi efek panjangnya pasti ada Lihat saja nanti , mungkin anda rajin olahraga hidup sehat jadi mengurangi resiko dri kipi vaksin covid tapi efek panjangnya pasti ada lihat saja nanti ,mungkin anda rajin olahraga hidup sehat jadi mengurangi resiko dari kipi vaksin covid tapi efek panjangnya pasti ada lihat saja nanti,"['mungkin', 'anda', 'rajin', 'olahraga', 'hidup', 'sehat', 'jadi', 'mengurangi', 'resiko', 'dari', 'kipi', 'vaksin', 'covid', 'tapi', 'efek', 'panjangnya', 'pasti', 'ada', 'lihat', 'saja', 'nanti']","['mungkin', 'rajin', 'olahraga', 'hidup', 'sehat', 'jadi', 'mengurangi', 'resiko', 'kipi', 'vaksin', 'covid', 'efek', 'panjangnya', 'lihat']"
27,"@DrEvaChaniago Krmn pas pandemi, covid palsu, kenap nakes malah justru ikut saja perintah vaksin2 rakyat. Mereka juga terkesan memaksa, menakuti, padahal cuma sakit biasa. Malah banyak meninggal bukan karena covid. Justru efek vaksin skrg jadi momok yang kapan saja bisa mrenggut nyawa. 😭😭 https://t.co/okiHI756A3", Krmn pas pandemi covid palsu kenap nakes malah justru ikut saja perintah rakyat Mereka juga terkesan memaksa menakuti padahal cuma sakit biasa Malah banyak meninggal bukan karena covid Justru efek vaksin skrg jadi momok yang kapan saja bisa mrenggut nyawa https t co , krmn pas pandemi covid palsu kenap nakes malah justru ikut saja perintah rakyat mereka juga terkesan memaksa menakuti padahal cuma sakit biasa malah banyak meninggal bukan karena covid justru efek vaksin skrg jadi momok yang kapan saja bisa mrenggut nyawa https t co ,krmn pas pandemi covid palsu kenap nakes malah justru ikut saja perintah rakyat mereka juga terkesan memaksa menakuti padahal cuma sakit biasa malah banyak meninggal bukan karena covid justru efek vaksin sekarang jadi momok yang kapan saja bisa mrenggut nyawa https t co,"['krmn', 'pas', 'pandemi', 'covid', 'palsu', 'kenap', 'nakes', 'malah', 'justru', 'ikut', 'saja', 'perintah', 'rakyat', 'mereka', 'juga', 'terkesan', 'memaksa', 'menakuti', 'padahal', 'cuma', 'sakit', 'biasa', 'malah', 'banyak', 'meninggal', 'bukan', 'karena', 'covid', 'justru', 'efek', 'vaksin', 'sekarang', 'jadi', 'momok', 'yang', 'kapan', 'saja', 'bisa', 'mrenggut', 'nyawa', 'https', 't', 'co']","['krmn', 'pas', 'pandemi', 'covid', 'palsu', 'kenap', 'nakes', 'malah', 'justru', 'ikut', 'perintah', 'rakyat', 'terkesan', 'memaksa', 'menakuti', 'padahal', 'cuma', 'sakit', 'biasa', 'malah', 'banyak', 'meninggal', 'bukan', 'covid', 'justru', 'efek', 'vaksin', 'sekarang', 'jadi', 'momok', 'kapan', 'mrenggut', 'nyawa', 'https', 't', 'co']"
28,"@RPKARlNA Inii, waktu itu lagi ngobrol sama Hanbin tentang bekas vaksin di tangan. Terus Hanbin bilang ""Hyung dan aku benar-benar punya banyak kesamaan ya hehe"". Terus saya liat kamera malu-malu deh untuk efek dramatis 😂
https://t.co/dhtcetsC5g", Inii waktu itu lagi ngobrol sama Hanbin tentang bekas vaksin di tangan Terus Hanbin bilang Hyung dan aku benar benar punya banyak kesamaan ya hehe Terus saya liat kamera malu malu deh untuk efek dramatis https t co , inii waktu itu lagi ngobrol sama hanbin tentang bekas vaksin di tangan terus hanbin bilang hyung dan aku benar benar punya banyak kesamaan ya hehe terus saya liat kamera malu malu deh untuk efek dramatis https t co ,inii waktu itu lagi ngobrol sama hanbin tentang bekas vaksin di tangan terus hanbin bilang hyung dan aku benar benar punya banyak kesamaan ya hehehe terus saya liat kamera malu malu deh untuk efek dramatis https t co,"['inii', 'waktu', 'itu', 'lagi', 'ngobrol', 'sama', 'hanbin', 'tentang', 'bekas', 'vaksin', 'di', 'tangan', 'terus', 'hanbin', 'bilang', 'hyung', 'dan', 'aku', 'benar', 'benar', 'punya', 'banyak', 'kesamaan', 'ya', 'hehehe', 'terus', 'saya', 'liat', 'kamera', 'malu', 'malu', 'deh', 'untuk', 'efek', 'dramatis', 'https', 't', 'co']","['inii', 'waktu', 'ngobrol', 'sama', 'hanbin', 'bekas', 'vaksin', 'tangan', 'terus', 'hanbin', 'bilang', 'hyung', 'aku', 'benar', 'benar', 'punya', 'banyak', 'kesamaan', 'hehehe', 'terus', 'liat', 'kamera', 'malu', 'malu', 'deh', 'efek', 'dramatis', 'https', 't', 'co']"
29,Orang Tua Tak Perlu Takut Efek Samping Vaksin Anak #TempoGaya https://t.co/t0iW3gYZm9,Orang Tua Tak Perlu Takut Efek Samping Vaksin Anak https t co ,orang tua tak perlu takut efek samping vaksin anak https t co ,orang tua tak perlu takut efek samping vaksin anak https t co,"['orang', 'tua', 'tak', 'perlu', 'takut', 'efek', 'samping', 'vaksin', 'anak', 'https', 't', 'co']","['orang', 'tua', 'tak', 'perlu', 'takut', 'efek', 'samping', 'vaksin', 'anak', 'https', 't', 'co']"
30,@tanyakanrl Apakah ini efek pasca Vaksin Covid y? Banyak jg yg alergi sprti ini. Sy dan anak jg sama.., Apakah ini efek pasca Vaksin Covid y Banyak jg yg alergi sprti ini Sy dan anak jg sama , apakah ini efek pasca vaksin covid y banyak jg yg alergi sprti ini sy dan anak jg sama ,apakah ini efek pasca vaksin covid y banyak jg yang alergi seperti ini saya dan anak jg sama,"['apakah', 'ini', 'efek', 'pasca', 'vaksin', 'covid', 'y', 'banyak', 'jg', 'yang', 'alergi', 'seperti', 'ini', 'saya', 'dan', 'anak', 'jg', 'sama']","['efek', 'pasca', 'vaksin', 'covid', 'y', 'banyak', 'jg', 'alergi', 'anak', 'jg', 'sama']"
31,...efek samping setelah vaksin sinovac... https://t.co/ujoQOTXGil, efek samping setelah vaksin sinovac https t co ujoQOTXGil, efek samping setelah vaksin sinovac https t co ujoqotxgil,efek samping setelah vaksin sinovac https t co ujoqotxgil,"['efek', 'samping', 'setelah', 'vaksin', 'sinovac', 'https', 't', 'co', 'ujoqotxgil']","['efek', 'samping', 'vaksin', 'sinovac', 'https', 't', 'co', 'ujoqotxgil']"
32,"Rusia menuduh efek samping vaksin Amerika: 'Sputnik V' sebagai gantinya
https://t.co/tXxaHPhKuI https://t.co/SFpOCbL59W",Rusia menuduh efek samping vaksin Amerika Sputnik V sebagai gantinya https t co tXxaHPhKuI https t co ,rusia menuduh efek samping vaksin amerika sputnik v sebagai gantinya https t co txxahphkui https t co ,rusia menuduh efek samping vaksin amerika sputnik v sebagai gantinya https t co txxahphkui https t co,"['rusia', 'menuduh', 'efek', 'samping', 'vaksin', 'amerika', 'sputnik', 'v', 'sebagai', 'gantinya', 'https', 't', 'co', 'txxahphkui', 'https', 't', 'co']","['rusia', 'menuduh', 'efek', 'samping', 'vaksin', 'amerika', 'sputnik', 'v', 'gantinya', 'https', 't', 'co', 'txxahphkui', 'https', 't', 'co']"
33,"Ini gw rasain sih. Msh inget bgt gw dulu abis vaksin 1st, gw blk ke bks naik tj dan rame bgt.Efek vaksin pertama tuh bener2 gk enak bgt mana lgi puasakan. Mau nangis bgt itu gw, untung di halte kuningan barat, ada bpk2 yg nawarin kursi mungkin krn liat gw udh sempoyangan parah 😭",Ini gw rasain sih Msh inget bgt gw dulu abis vaksin gw blk ke bks naik tj dan rame bgt Efek vaksin pertama tuh gk enak bgt mana lgi puasakan Mau nangis bgt itu gw untung di halte kuningan barat ada yg nawarin kursi mungkin krn liat gw udh sempoyangan parah ,ini gw rasain sih msh inget bgt gw dulu abis vaksin gw blk ke bks naik tj dan rame bgt efek vaksin pertama tuh gk enak bgt mana lgi puasakan mau nangis bgt itu gw untung di halte kuningan barat ada yg nawarin kursi mungkin krn liat gw udh sempoyangan parah ,ini gue rasain sih masih ingat banget gue dulu habis vaksin gue blk ke bks naik tj dan rame banget efek vaksin pertama tuh gak enak banget mana lagi puasakan mau nangis banget itu gue untung di halte kuningan barat ada yang nawarin kursi mungkin karena liat gue sudah sempoyangan parah,"['ini', 'gue', 'rasain', 'sih', 'masih', 'ingat', 'banget', 'gue', 'dulu', 'habis', 'vaksin', 'gue', 'blk', 'ke', 'bks', 'naik', 'tj', 'dan', 'rame', 'banget', 'efek', 'vaksin', 'pertama', 'tuh', 'gak', 'enak', 'banget', 'mana', 'lagi', 'puasakan', 'mau', 'nangis', 'banget', 'itu', 'gue', 'untung', 'di', 'halte', 'kuningan', 'barat', 'ada', 'yang', 'nawarin', 'kursi', 'mungkin', 'karena', 'liat', 'gue', 'sudah', 'sempoyangan', 'parah']","['gue', 'rasain', 'sih', 'ingat', 'banget', 'gue', 'dulu', 'habis', 'vaksin', 'gue', 'blk', 'bks', 'naik', 'tj', 'rame', 'banget', 'efek', 'vaksin', 'pertama', 'tuh', 'gak', 'enak', 'banget', 'mana', 'puasakan', 'mau', 'nangis', 'banget', 'gue', 'untung', 'halte', 'kuningan', 'barat', 'nawarin', 'kursi', 'mungkin', 'liat', 'gue', 'sempoyangan', 'parah']"
34,"@reflection_8_ Long covid bagi yg sdh di vaksinasi plus boster.😢
Jd tindakan utk pencegahan efek samping vaksin covid-19, apa bang dok!?🤔", Long covid bagi yg sdh di vaksinasi plus boster Jd tindakan utk pencegahan efek samping vaksin covid apa bang dok , long covid bagi yg sdh di vaksinasi plus boster jd tindakan utk pencegahan efek samping vaksin covid apa bang dok ,long covid bagi yang sdh di vaksinasi plus boster jd tindakan untuk pencegahan efek samping vaksin covid apa bang dok,"['long', 'covid', 'bagi', 'yang', 'sdh', 'di', 'vaksinasi', 'plus', 'boster', 'jd', 'tindakan', 'untuk', 'pencegahan', 'efek', 'samping', 'vaksin', 'covid', 'apa', 'bang', 'dok']","['long', 'covid', 'sdh', 'vaksinasi', 'plus', 'boster', 'jd', 'tindakan', 'pencegahan', 'efek', 'samping', 'vaksin', 'covid', 'apa', 'bang', 'dok']"
35,Efek Vaksin booster sangat membantu dalam meredam efek buruk dari virus covid- 19,Efek Vaksin booster sangat membantu dalam meredam efek buruk dari virus covid ,efek vaksin booster sangat membantu dalam meredam efek buruk dari virus covid ,efek vaksin booster sangat membantu dalam meredam efek buruk dari virus covid,"['efek', 'vaksin', 'booster', 'sangat', 'membantu', 'dalam', 'meredam', 'efek', 'buruk', 'dari', 'virus', 'covid']","['efek', 'vaksin', 'booster', 'sangat', 'membantu', 'meredam', 'efek', 'buruk', 'virus', 'covid']"
36,@tanyakanrl Covid ga memberikan banyak efek buat kerjaanku. Kecuali keribetan ngurus vaksin buat daftar ini itu. Vaksin jdi hampir setara ktp. Sisanya its oke, Covid ga memberikan banyak efek buat kerjaanku Kecuali keribetan ngurus vaksin buat daftar ini itu Vaksin jdi hampir setara ktp Sisanya its oke, covid ga memberikan banyak efek buat kerjaanku kecuali keribetan ngurus vaksin buat daftar ini itu vaksin jdi hampir setara ktp sisanya its oke,covid gak memberikan banyak efek buat kerjaanku kecuali keribetan ngurus vaksin buat daftar ini itu vaksin jdi hampir setara ktp sisanya its ok,"['covid', 'gak', 'memberikan', 'banyak', 'efek', 'buat', 'kerjaanku', 'kecuali', 'keribetan', 'ngurus', 'vaksin', 'buat', 'daftar', 'ini', 'itu', 'vaksin', 'jdi', 'hampir', 'setara', 'ktp', 'sisanya', 'its', 'ok']","['covid', 'gak', 'memberikan', 'banyak', 'efek', 'buat', 'kerjaanku', 'keribetan', 'ngurus', 'vaksin', 'buat', 'daftar', 'vaksin', 'jdi', 'hampir', 'setara', 'ktp', 'sisanya', 'its']"
37,"Di tuit awal sy .. merespons berita tsb..yg isinya darurat covid19 dicabut dan selanjutnya muncul vaksin lanjutan berbayar...

Sy mengingatkan utk bersiap siaga atas kemungkinan2 muncul efek dari program vaksinasi...

Tdk ada kata2 sy yg mengajak atau mengarahkan utk membeli ""obat"" apapun itu..yaa hrsnya konteks nya adalah ke produsen vaksin big pharma...yg selama ini kami tentang...

Lalu ada reply ke sy ""sales obat"" ??

Kalau dibilang jaka sembung kan gak etis...lari dari konteks...kecuali sy terindikasi menawarkan obat apapun baik farmasi atau pun herbal...kan ndak?

Sy hnya menghimbau khususnya mereply sesuai konteks..

Satu kali sy layani...lain kali maaf kalau sy abaikan...

Berita tsb penting utk sy kutip sekedar mengingatkan ke kita semua..

Monggo mas...! Njut .. tks",Di tuit awal sy merespons berita tsb yg isinya darurat dicabut dan selanjutnya muncul vaksin lanjutan berbayar Sy mengingatkan utk bersiap siaga atas muncul efek dari program vaksinasi Tdk ada sy yg mengajak atau mengarahkan utk membeli obat apapun itu yaa hrsnya konteks nya adalah ke produsen vaksin big pharma yg selama ini kami tentang Lalu ada reply ke sy sales obat Kalau dibilang jaka sembung kan gak etis lari dari konteks kecuali sy terindikasi menawarkan obat apapun baik farmasi atau pun herbal kan ndak Sy hnya menghimbau khususnya mereply sesuai konteks Satu kali sy layani lain kali maaf kalau sy abaikan Berita tsb penting utk sy kutip sekedar mengingatkan ke kita semua Monggo mas Njut tks,di tuit awal sy merespons berita tsb yg isinya darurat dicabut dan selanjutnya muncul vaksin lanjutan berbayar sy mengingatkan utk bersiap siaga atas muncul efek dari program vaksinasi tdk ada sy yg mengajak atau mengarahkan utk membeli obat apapun itu yaa hrsnya konteks nya adalah ke produsen vaksin big pharma yg selama ini kami tentang lalu ada reply ke sy sales obat kalau dibilang jaka sembung kan gak etis lari dari konteks kecuali sy terindikasi menawarkan obat apapun baik farmasi atau pun herbal kan ndak sy hnya menghimbau khususnya mereply sesuai konteks satu kali sy layani lain kali maaf kalau sy abaikan berita tsb penting utk sy kutip sekedar mengingatkan ke kita semua monggo mas njut tks,di tuit awal saya merespons berita tsb yang isinya darurat dicabut dan selanjutnya muncul vaksin lanjutan berbayar saya mengingatkan untuk bersiap siaga atas muncul efek dari program vaksinasi tidak ada saya yang mengajak atau mengarahkan untuk membeli obat apapun itu ya harusnya konteks nya adalah ke produsen vaksin big pharma yang selama ini kami tentang lalu ada reply ke saya sales obat kalau dibilang jaka sembung kan gak etis lari dari konteks kecuali saya terindikasi menawarkan obat apapun baik farmasi atau pun herbal kan gak saya hanya menghimbau khususnya mereply sesuai konteks satu kali saya layani lain kali maaf kalau saya abaikan berita tsb penting untuk saya kutip sekedar mengingatkan ke kita semua monggo mas njut tks,"['di', 'tuit', 'awal', 'saya', 'merespons', 'berita', 'tsb', 'yang', 'isinya', 'darurat', 'dicabut', 'dan', 'selanjutnya', 'muncul', 'vaksin', 'lanjutan', 'berbayar', 'saya', 'mengingatkan', 'untuk', 'bersiap', 'siaga', 'atas', 'muncul', 'efek', 'dari', 'program', 'vaksinasi', 'tidak', 'ada', 'saya', 'yang', 'mengajak', 'atau', 'mengarahkan', 'untuk', 'membeli', 'obat', 'apapun', 'itu', 'ya', 'harusnya', 'konteks', 'nya', 'adalah', 'ke', 'produsen', 'vaksin', 'big', 'pharma', 'yang', 'selama', 'ini', 'kami', 'tentang', 'lalu', 'ada', 'reply', 'ke', 'saya', 'sales', 'obat', 'kalau', 'dibilang', 'jaka', 'sembung', 'kan', 'gak', 'etis', 'lari', 'dari', 'konteks', 'kecuali', 'saya', 'terindikasi', 'menawarkan', 'obat', 'apapun', 'baik', 'farmasi', 'atau', 'pun', 'herbal', 'kan', 'gak', 'saya', 'hanya', 'menghimbau', 'khususnya', 'mereply', 'sesuai', 'konteks', 'satu', 'kali', 'saya', 'layani', 'lain', 'kali', 'maaf', 'kalau', 'saya', 'abaikan', 'berita', 'tsb', 'penting', 'untuk', 'saya', 'kutip', 'sekedar', 'mengingatkan', 'ke', 'kita', 'semua', 'monggo', 'mas', 'njut', 'tks']","['tuit', 'awal', 'merespons', 'berita', 'tsb', 'isinya', 'darurat', 'dicabut', 'selanjutnya', 'muncul', 'vaksin', 'lanjutan', 'berbayar', 'mengingatkan', 'bersiap', 'siaga', 'atas', 'muncul', 'efek', 'program', 'vaksinasi', 'mengajak', 'mengarahkan', 'membeli', 'obat', 'apapun', 'harusnya', 'konteks', 'nya', 'produsen', 'vaksin', 'big', 'pharma', 'selama', 'lalu', 'reply', 'sales', 'obat', 'kalau', 'dibilang', 'jaka', 'sembung', 'kan', 'gak', 'etis', 'lari', 'konteks', 'terindikasi', 'menawarkan', 'obat', 'apapun', 'baik', 'farmasi', 'herbal', 'kan', 'gak', 'menghimbau', 'khususnya', 'mereply', 'sesuai', 'konteks', 'satu', 'kali', 'layani', 'kali', 'maaf', 'kalau', 'abaikan', 'berita', 'tsb', 'penting', 'kutip', 'sekedar', 'mengingatkan', 'semua', 'monggo', 'mas', 'njut', 'tks']"
38,"@MprAldo Bukannya vaksin malah bikin umur pendek, efek samping yg tdk di ketahui banyak,banyak kematian yg tdk tahu sebabnya terjadi pasca vaksin", Bukannya vaksin malah bikin umur pendek efek samping yg tdk di ketahui banyak banyak kematian yg tdk tahu sebabnya terjadi pasca vaksin, bukannya vaksin malah bikin umur pendek efek samping yg tdk di ketahui banyak banyak kematian yg tdk tahu sebabnya terjadi pasca vaksin,bukannya vaksin malah bikin umur pendek efek samping yang tidak di ketahui banyak banyak kematian yang tidak tahu sebabnya terjadi pasca vaksin,"['bukannya', 'vaksin', 'malah', 'bikin', 'umur', 'pendek', 'efek', 'samping', 'yang', 'tidak', 'di', 'ketahui', 'banyak', 'banyak', 'kematian', 'yang', 'tidak', 'tahu', 'sebabnya', 'terjadi', 'pasca', 'vaksin']","['bukannya', 'vaksin', 'malah', 'bikin', 'umur', 'pendek', 'efek', 'samping', 'ketahui', 'banyak', 'banyak', 'kematian', 'tahu', 'sebabnya', 'terjadi', 'pasca', 'vaksin']"
39,@gede_sumitra @MprAldo dia dipenjara Krn melawan prokes bukan Krn ga divaksin &amp; kadrun .. dan beliau &amp; kita sehat2 saja .. trus apa gunanya vaksin klo ga ada efek positifnya malah merusak, dia dipenjara Krn melawan prokes bukan Krn ga divaksin kadrun dan beliau kita saja trus apa gunanya vaksin klo ga ada efek positifnya malah merusak, dia dipenjara krn melawan prokes bukan krn ga divaksin kadrun dan beliau kita saja trus apa gunanya vaksin klo ga ada efek positifnya malah merusak,dia dipenjara karena melawan prokes bukan karena gak divaksin kadrun dan beliau kita saja terus apa gunanya vaksin kalau gak ada efek positifnya malah merusak,"['dia', 'dipenjara', 'karena', 'melawan', 'prokes', 'bukan', 'karena', 'gak', 'divaksin', 'kadrun', 'dan', 'beliau', 'kita', 'saja', 'terus', 'apa', 'gunanya', 'vaksin', 'kalau', 'gak', 'ada', 'efek', 'positifnya', 'malah', 'merusak']","['dipenjara', 'melawan', 'prokes', 'bukan', 'gak', 'divaksin', 'kadrun', 'beliau', 'terus', 'apa', 'gunanya', 'vaksin', 'kalau', 'gak', 'efek', 'positifnya', 'malah', 'merusak']"
40,"@MprAldo Dia otaknya sdh katat bang,efek vaksin", Dia otaknya sdh katat bang efek vaksin, dia otaknya sdh katat bang efek vaksin,dia otaknya sdh katat bang efek vaksin,"['dia', 'otaknya', 'sdh', 'katat', 'bang', 'efek', 'vaksin']","['otaknya', 'sdh', 'katat', 'bang', 'efek', 'vaksin']"
41,"@bd_baskoro Mksdnya efek dr vaksin?
Kalo virus covid sbnrnya bs dilawan kalo imun tubuh baik. Kalo sdh terlanjur kena bisa diobati dg obat ato herbal. Tp kalo efek vaksin ini yg gak ada obatnya. 😩
Berharap orang² yg dititipi Allah ilmu tinggi, ilmu kedokteran, berani bersuara soal ini. 🙏", Mksdnya efek dr vaksin Kalo virus covid sbnrnya bs dilawan kalo imun tubuh baik Kalo sdh terlanjur kena bisa diobati dg obat ato herbal Tp kalo efek vaksin ini yg gak ada obatnya Berharap orang yg dititipi Allah ilmu tinggi ilmu kedokteran berani bersuara soal ini , mksdnya efek dr vaksin kalo virus covid sbnrnya bs dilawan kalo imun tubuh baik kalo sdh terlanjur kena bisa diobati dg obat ato herbal tp kalo efek vaksin ini yg gak ada obatnya berharap orang yg dititipi allah ilmu tinggi ilmu kedokteran berani bersuara soal ini ,mksdnya efek dr vaksin kalo virus covid sebenarnya bisa dilawan kalo imun tubuh baik kalo sdh terlanjur kena bisa diobati dg obat atau herbal tp kalo efek vaksin ini yang gak ada obatnya berharap orang yang dititipi allah ilmu tinggi ilmu kedokteran berani bersuara soal ini,"['mksdnya', 'efek', 'dr', 'vaksin', 'kalo', 'virus', 'covid', 'sebenarnya', 'bisa', 'dilawan', 'kalo', 'imun', 'tubuh', 'baik', 'kalo', 'sdh', 'terlanjur', 'kena', 'bisa', 'diobati', 'dg', 'obat', 'atau', 'herbal', 'tp', 'kalo', 'efek', 'vaksin', 'ini', 'yang', 'gak', 'ada', 'obatnya', 'berharap', 'orang', 'yang', 'dititipi', 'allah', 'ilmu', 'tinggi', 'ilmu', 'kedokteran', 'berani', 'bersuara', 'soal', 'ini']","['mksdnya', 'efek', 'dr', 'vaksin', 'kalo', 'virus', 'covid', 'sebenarnya', 'dilawan', 'kalo', 'imun', 'tubuh', 'baik', 'kalo', 'sdh', 'terlanjur', 'kena', 'diobati', 'dg', 'obat', 'herbal', 'tp', 'kalo', 'efek', 'vaksin', 'gak', 'obatnya', 'berharap', 'orang', 'dititipi', 'allah', 'ilmu', 'tinggi', 'ilmu', 'kedokteran', 'berani', 'bersuara', 'soal']"
